bank,comment,rating,source,time,target,language
BEA,"This is NOT a app, this is just a simple web browser.
After 10 minutes finding, I still cannot locate my desire feature. This app is not for human.",1,AppStore,26/04/2015 00:37,HK Bank,en
BOC,"Just wanted to check and add a command, quit 4 times after log in! Time to stop using BOC app? 
Every time after the update is worse than before.",1,AppStore,08/06/2018 10:06,HK Bank,en
CCB,"Setting of face ID verification is being cleared automatically, pls perform UAT first before rolling out. By the way, Franklin below who gave 5 stars is staff in ccb!",1,AppStore,28/11/2018 22:59,HK Bank,en
Citibank HK,"The option to use face ID has just disappeared and not able to use it now. The option to use face ID is gone in the setting, totally unacceptable.",1,AppStore,01/10/2018 20:35,HK Bank,en
Citibank HK,can’t login with face id and also can’t login with account name with password. i need to reset my password every time of i want to assess the app.,1,AppStore,10/07/2018 23:13,HK Bank,en
Citibank HK,"The graphics are poor and the menu is blurry.This user-unfriendly app does not even provide the tool for General Banking,such as checking the available credit on a credit card.",1,AppStore,20/03/2012 13:07,HK Bank,en
Citibank HK,I can get all info this from google! What\'s the point? I can\'t even check my account? Another sell sell sell mentality with no real service to the customer!,1,AppStore,07/06/2010 09:14,HK Bank,en
Heng Seng Bank,"It’s a total failure !! Suddenly lose the generate securities code function . Couldn’t locate it , not user friendly and super slow process time !! Couldn’t believe it",1,AppStore,22/05/2019 10:21,HK Bank,en
Heng Seng Bank,（）After the latest update I can no longer use the biometric to log in. And there’s no guidance to tell you how to get back ...One big step backward,1,AppStore,26/09/2018 20:58,HK Bank,en
Heng Seng Bank,An update that made things backward... really toke consuming to type ID and two passwords every time I log in and it delays my fx and investment purchase! Absurd,1,AppStore,28/06/2018 22:16,HK Bank,en
Heng Seng Bank,"Your website is not user friendly, I just not able to open up a page so that I can input a code as security key to continue my e-banking.",1,AppStore,24/06/2018 20:23,HK Bank,en
HSBC HK,"Touch ID stopped working a few months into installation. It works with everything else on the phone, so I know it’s not a phone problem. Sort it out, people!",1,AppStore,03/10/2018 22:29,HK Bank,en
PayMe,"The app suddenly stop working , I save 1000 dollars into it ... then the apps automatically locked in the opening screen ... is it a kind of theft",1,AppStore,28/10/2018 03:50,HK Bank,en
PayMe,"Not allowed to set my preferred transfer limit level
Linking to a credit card or bank account is a must even I got money in the payme account, strange!",1,AppStore,10/07/2018 21:32,HK Bank,en
SC Mobile Hong Kong,"I have problem in using the app after updating to the new IOS, does it mean the current SC app is not compatible with the latest IOS? !
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,20/09/2019 22:58,HK Bank,en
SC Mobile Hong Kong,"Why I always have to enable my Face ID every time I updated to a new version? Other banking apps do not require this reset step, that’s too annoying.",1,AppStore,29/11/2018 16:20,HK Bank,en
SC Mobile Hong Kong,"I had registered my phone for like a million times for face detection, and every time I try to login, it asks me to register AGAIN! Wasting my time!!!",1,AppStore,23/09/2018 21:21,HK Bank,en
SC Mobile Hong Kong,"Now I can’t even open the app after this upgrade, how come a upgrade turns up into an auto-terminated app.  Can administrator fix it ASAP to enable normal use?",1,AppStore,02/09/2018 15:38,HK Bank,en
AlipayHK,bad customer service. Called customer support and few months later still couldn't receive an answer for my refund. Guess they are not going to give me back my money.,1,GooglePlay,03-Feb-19,HK Bank,en
PayMe,"Just freezed starting today! Can't open app after reinstalling! And emails sent to your email address posted here were always returned, reason being ""wasn't found"" stated by Office 365!",1,GooglePlay,03-Sep-19,HK Bank,en
PayMe,HSBC is unable to link in with payme app which is the part where u cannot upload the HKID it's been days still doesn't work very disappointed with this.,1,GooglePlay,09-Aug-18,HK Bank,en
PayMe,"I have stuck in processing my ID card for about 3 hours. Even I re-download the app, it is still in this page. How can I deal with this?",1,GooglePlay,02-Oct-18,HK Bank,en
PayMe,I got charged for a dollar. Why? Is that for registration or for every time u top up the account? *there's no mention! Bravo HSBC. you've done it again.,1,GooglePlay,29-Nov-17,HK Bank,en
BOC,"Very slow and full of glitches/bugs such as long loading, page on a constant refreshing loop and suddenly fingerprint verification for Samsung Galaxy s8 stopped working. Super disappointing app!",1,GooglePlay,22-Nov-17,HK Bank,en
Citibank HK,"Subscribed ""Citi Alert"" intentionally, eventually there was NO ALERT recd for credit card payment... From first comment till now, 6 months, no improvement. I have (to) setup autopay finally",1,GooglePlay,13-Oct-19,HK Bank,en
Citibank HK,"Google Pixel, never rooted. App's broken root detection says it is and refuses to work. The Citibank NA app doesn't have any problems, why is Citibank HK's so broken?",1,GooglePlay,27-Feb-18,HK Bank,en
DBS Omni,"Why is it so difficult to just look at the current balance, payment amount and due date? This app is trash. You really need to focus on customer experience.",1,GooglePlay,05-Jan-19,HK Bank,en
DBS Omni,"Timeline view is a waste of screen space, I cant see more than 2 transaction on a 6"" screen ... The HSBC Reward+ transaction view looks more slick ...",1,GooglePlay,30-Jan-18,HK Bank,en
DBS digibank Hong Kong,"Worst banking application I have used. Doesn't start up half of the time. Configured my biometric authentication five times, it works for few days then revert back to SMS.",1,GooglePlay,22-Oct-18,HK Bank,en
HSBC HK,crashed everytime when i tried to transfer money. i saw from here many other users having the same problem. cant imagine such a huge bank cant solve the problem.,1,GooglePlay,11-Jun-19,HK Bank,en
SC,App crashes every time I logged in. Couldn't even log into my computer because it is set to give permission through this app and it crashes EVERY SINGLE TIME!,1,GooglePlay,01-Feb-19,HK Bank,en
SC,"Very disappointed to this app, l really don't understand why l must change password. There is no option to choose not to change, sounds rude and strange. Uninstall instantly!",1,GooglePlay,26-Mar-19,HK Bank,en
SC,god damn this! im constantly locked out of my account! no way to get back in ! why do you make me use this app!!!! whyyyyyyyyy!!!!!! burn. in. hell!!!,1,GooglePlay,11-Feb-19,HK Bank,en
SC,I can even open the apps. It keeps saying that my browser is not compatible. I am currently using pixel 2 with the last Android version. What a shame.,1,GooglePlay,28-Aug-18,HK Bank,en
PayMe,"Finally it released！！！I expected this app for a long time！looks great and very easy to use. The transaction is really quick. I think  I m gonna it every day!
 ----------------------------------------------------------------------------------------- 
 ",5,AppStore,09/02/2017 20:01,HK Bank,en
PayMe,"（）Can\'t set request amount in generating pay code. 

Can\'t issue multiple requests at the same time.

No sync between names in phone book and names in payme. Great inconvenience.
 ----------------------------------------------------------------------------------------- 
 ",3,AppStore,12/07/2019 16:15,HK Bank,en
PayMe,"After pressing the transfer to bank button, once entering the 6-digit pin and pressed the confirm button, the app will shut down. And the money cannot be transferred to bank.",3,AppStore,29/04/2019 22:10,HK Bank,en
PayMe,"My fd send me a link on FB messenger and it open via Safari... I clicked on the button and it just keep going back to my original message
 ----------------------------------------------------------------------------------------- 
 ",2,AppStore,29/09/2017 13:47,HK Bank,en
PayMe,Why axe the credit card limit from 5K to 2K from 1 Oct 2019? I need that for at least 10k for that. Will HSBC able to review this situation??,2,GooglePlay,04-Sep-19,HK Bank,en
SC,cannot open the app as it just crashes. This means I cannot login online as the web browser login requires me to generate a code from the app. dumb much?!,2,GooglePlay,31-Jan-19,HK Bank,en
PayMe,"I recently downloaded the app from icloud and when I tried to log into my account through fb, it just kept loading and would not proceed to the next page",5,AppStore,20/10/2018 01:35,HK Bank,en
AlipayHK,You can’t deposit money until you update the app by their update pop up. It cannot be updated by App Store. You never know its update is secured or not,1,AppStore,28/11/2018 19:50,HK Bank,en
AlipayHK,No option to change the language to English. This is not good considering that there are a lot of HK people who doesn’t know or want to use Chinese language.,1,AppStore,03/04/2018 09:56,HK Bank,en
AlipayHK,"The discount from Thailand cannot be claimed.
It\'s a waste of time using this unhelpful app.

I recommend u not to use in case u want to waste your time.",1,AppStore,27/09/2017 20:55,HK Bank,en
BoC Pay,"Took a lot of time to take photos, information fill in, and eventually told you that your request was rejected. Are this Apps just want to steal your personal data",1,AppStore,28/05/2019 19:52,HK Bank,en
Citibank HK,"The credit card appears side by side with the cash loan application
Poor new interface as too aggressive cash loan application in the first page which cannot be deleted.
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,21/09/2019 18:47,HK Bank,en
Citibank HK,"Cant update the app, can’t use the old one. What can I do?
And y the size is super large 2xx mb?
Wanna cut all the service from Citibank
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,04/08/2019 14:17,HK Bank,en
Citibank HK,（）Why it’s required to update every time. And the update is not available. And I cannot log in without update. I just cannot use my online service in mobile app,1,AppStore,26/07/2019 01:54,HK Bank,en
